row,drugname,concept_id,concept_name
1339,페가시스 프리필드 주 135mcg,19127528,0.5 ML peginterferon alfa-2a 0.27 MG/ML Prefilled Syringe
1340,페가시스주180mcg,1714171,0.5 ML peginterferon alfa-2a 0.36 MG/ML Prefilled Syringe
1341,페니드정제 10mg(향),40236419,Methylphenidate Hydrochloride 10 MG Oral Tablet
1342,페니드정제 5mg(향),40236481,Methylphenidate Hydrochloride 5 MG Oral Tablet
1343,페니라민정 2mg,40241775,Chlorpheniramine Maleate 2 MG Oral Tablet
1344,페르본 주 100mg/10ml/AM,1388826,Leucovorin 10 MG/ML Injectable Solution
1345,페르본 주 15mg/1ml/AM,1388796,Leucovorin
1346,페르본 주 3mg/1ml/AM,19062464,Leucovorin 3 MG/ML Injectable Solution
1347,페리돌주 5MG,19027427,Haloperidol 5 MG/ML Injectable Solution
1348,펙사딘 캅셀,19103421,fenoverine 100 MG Oral Capsule
1349,펜타사 서방정 500mg,21600664,mesalazine
1350,펜토탈소디움 0.5g 주(향),700253,Thiopental
1351,펜토탈소디움 0.5g 주(향),939863,sodium carbonate
1352,펜폴 캡슐 100mg,924172,Pentosan Polysulfate 100 MG Oral Capsule
1353,포러스 안연고 3.5g/TU,1518254,Dexamethasone
1354,포러스 안연고 3.5g/TU,915981,Neomycin
1355,포러스 안연고 3.5g/TU,948582,Polymyxin B
1356,포리부틴 100MG,19005513,Trimebutine 100 MG Oral Tablet
1357,포사맥스 플러스정,40173606,Alendronic acid 70 MG / Cholecalciferol 2800 UNT Oral Tablet
1358,포사맥스정 70MG,40173612,Alendronic acid 70 MG Oral Tablet
1359,포사제닉 플러스 디 정,40173609,Alendronic acid 70 MG / Cholecalciferol 5600 UNT Oral Tablet
1360,포사퀸 정 70mg,40173612,Alendronic acid 70 MG Oral Tablet
1361,포스란 주 1g/VI,1771162,Cefazolin
1362,포스레놀 정 500mg,990031,lanthanum carbonate 500 MG Chewable Tablet
1363,포스바인 정,951469,calcium acetate
1364,포크랄 시럽 100mg/ml(향),742655,Chloral Hydrate 100 MG/ML Oral Solution
1365,포텀 주 1G,1776684,Ceftazidime
1366,폭세틴 캅셀 20mg,19077463,Fluoxetine 20 MG Oral Capsule
1367,폰티암 주 1g/VI,19051271,Cefotiam
1368,폴리엘가 정 100mg,21605268,Detoxifying agents for antineoplastic treatment
1369,폴리트롭프리필드시린지주 150IU/0.3ml,1542948,Follitropin Alfa
1370,푸라콩 정 3mg,19090000,diphenylpyraline
1371,푸라콩 주,19090000,diphenylpyraline
1372,푸란콜 연고 10G/TB,43013660,Hydrocortisone butyrate 1 MG/ML Topical Cream
1373,푸로스판시럽 7mg/1ml,42899163,Hedera helix leaf extract
1374,푸로작 20MG,19077463,Fluoxetine 20 MG Oral Capsule
1375,푸록스프레 액 30ml,1192710,Chlorpheniramine
1376,푸록스프레 액 30ml,914533,Naphazoline
1377,푸록스프레 액 30ml,916802,Benzethonium
1378,푸록스프레 액 30ml,923840,Dibucaine
1379,푸리네톤 정 50mg,1436651,mercaptopurine 50 MG Oral Tablet
1380,풀미칸 레스퓰 0.5mg/2ml,19098138,Budesonide 0.25 MG/ML Inhalant Solution
1381,퓨리네톨 정 50mg,1436651,mercaptopurine 50 MG Oral Tablet
1382,프라네어캡슐 112.5mg,21603355,pranlukast
1383,프락시파린 7500U,19001016,Nadroparin 9500 UNT/ML Injectable Solution
1384,프레디솔 주 125mg/VI,19007003,Methylprednisolone 125 MG/ML Injectable Solution
1385,프레디솔 주 500mg/VI,1506270,Methylprednisolone
1386,프레린 주 0.732mg/1ml/AM,21605333,protirelin
1387,프렉스 정 10mg,715235,Baclofen 10 MG Oral Tablet
1388,프로그랍 1mg 캅셀,950641,Tacrolimus 1 MG Oral Capsule
1389,프로그랍 주 5mg/1ml/AM,950663,Tacrolimus 5 MG/ML Injectable Solution
1390,프로그랍 캅셀 0.5mg,19079712,Tacrolimus 0.5 MG Oral Capsule
1391,프로기노바 1mg,1548198,Estradiol 1 MG Oral Tablet
1392,프로닥 정,1113672,nabumetone 500 MG Oral Tablet
1393,프로베라 정 10mg,40224789,medroxyprogesterone acetate 10 MG Oral Tablet
1394,프로스카 정 5mg,19077375,Finasteride 5 MG Oral Tablet
1395,프로이머 정 5mg,752280,Procyclidine 5 MG Oral Tablet
1396,프리마란 정 5mg,19004269,mequitazine 5 MG Oral Tablet
1397,프리텔미 정 40mg,19028935,telmisartan 40 MG Oral Tablet
1398,프리텔미 정 80mg,19028936,telmisartan 80 MG Oral Tablet
1399,플라빅스 정 75mg,19075601,clopidogrel 75 MG Oral Tablet
1400,플래리스 정 75mg,19075601,clopidogrel 75 MG Oral Tablet
1401,플루오론티 점안액 6ml/BT,19062157,Fluorometholone 1 MG/ML / tetrahydrozoline 0.25 MG/ML Ophthalmic Solution
1402,피그민 (주),40173882,Pyridostigmine Bromide 5 MG/ML Injectable Solution
1403,피나스타 정 5mg,19077375,Finasteride 5 MG Oral Tablet
1404,피엔 트윈 3호 1200ml/BT(수),19006410,Arginine
1405,피엔 트윈 3호 1200ml/BT(수),19012686,Aspartic Acid
1406,피엔 트윈 3호 1200ml/BT(수),19037038,Calcium Gluconate
1407,피엔 트윈 3호 1200ml/BT(수),19052489,Alanine
1408,피엔 트윈 3호 1200ml/BT(수),19097059,DEXTROSE SOLUTION
1409,피엔 트윈 3호 1200ml/BT(수),962398,Glycine
1410,피지오닐액 2.5% 5L,19011035,Lactate
1411,피지오닐액 2.5% 5L,19092849,Magnesium Chloride
1412,피지오닐액 2.5% 5L,19096877,Anhydrous Dextrose
1413,피지오닐액 2.5% 5L,45776278,calcium chlorate dihydrate
1414,피지오닐액 2.5% 5L,939506,Sodium Bicarbonate
1415,피지오닐액 2.5% 5L,967823,Sodium Chloride
1416,피지오닐액1.5% 2L,19011035,Lactate
1417,피지오닐액1.5% 2L,19086233,"calcium chloride, dihydration"
1418,피지오닐액1.5% 2L,19092849,Magnesium Chloride
1419,피지오닐액1.5% 2L,19097059,DEXTROSE SOLUTION
1420,피지오닐액1.5% 2L,939506,Sodium Bicarbonate
1421,피지오닐액1.5% 2L,967823,Sodium Chloride
1422,피지오닐액2.5% 2L,19011035,Lactate
1423,피지오닐액2.5% 2L,19086233,"calcium chloride, dihydration"
1424,피지오닐액2.5% 2L,19092849,Magnesium Chloride
1425,피지오닐액2.5% 2L,19097059,DEXTROSE SOLUTION
1426,피지오닐액2.5% 2L,939506,Sodium Bicarbonate
1427,피지오닐액2.5% 2L,967823,Sodium Chloride
1428,피지오닐액4.25% 2L,19011035,Lactate
1429,피지오닐액4.25% 2L,19086233,"calcium chloride, dihydration"
1430,피지오닐액4.25% 2L,19092849,Magnesium Chloride
1431,피지오닐액4.25% 2L,19097059,DEXTROSE SOLUTION
1432,피지오닐액4.25% 2L,939506,Sodium Bicarbonate
1433,피지오닐액4.25% 2L,967823,Sodium Chloride
1434,피타바스 정 2mg,40165642,pitavastatin 2 MG Oral Tablet
1435,핀테 정 40mg,21601746,Dihydropyridine derivatives
1436,하루날 디 정 0.2mg,924566,tamsulosin
1437,하이드록시우레아캅셀 500MG,1377163,hydroxyurea 500 MG Oral Capsule
1438,하트만덱스액 1000ML,1560524,Glucose
1439,하트만덱스액 1000ML,19011035,Lactate
1440,하트만덱스액 1000ML,19036781,Calcium Chloride
1441,하트만덱스액 1000ML,19049105,Potassium Chloride
1442,하트만덱스액 1000ML,967823,Sodium Chloride
1443,한림바소푸레신 주사액,1507838,Vasopressin (USP) 20 UNT/ML Injectable Solution
1444,한미세포탁심나트륨 주 2g/VI,1774470,Cefotaxime
1445,한올 베타메타손 주 4mg,19074185,Betamethasone 4 MG/ML Injectable Solution
1446,해피그라 정 100mg,1316269,sildenafil 100 MG Oral Tablet
1447,헤르벡 주 50MG,1328165,Diltiazem
1448,헤르벡정 30MG,1328689,Diltiazem Hydrochloride 30 MG Oral Tablet
1449,헤르벤 서방정 90mg,19133612,Diltiazem Hydrochloride 90 MG Extended Release Oral Tablet
1450,헤모니아 캅셀 326.1MG,1300751,Polysaccharide iron complex
1451,헤모비덱스 0.15% 1호,19036781,Calcium Chloride
1452,헤모비덱스 0.15% 1호,19049105,Potassium Chloride
1453,헤모비덱스 0.15% 1호,19077884,Sodium Acetate
1454,헤모비덱스 0.15% 1호,19092849,Magnesium Chloride
1455,헤모비덱스 0.15% 1호,19097059,DEXTROSE SOLUTION
1456,헤모비덱스 0.15% 1호,967823,Sodium Chloride
1457,헤모비덱스 0.15% 2호 12.6L,939506,Sodium Bicarbonate
1458,헤모졸비 제로액,19011035,Lactate
1459,헤모졸비 제로액,19036781,Calcium Chloride
1460,헤모졸비 제로액,19092849,Magnesium Chloride
1461,헤모졸비 제로액,939506,Sodium Bicarbonate
1462,헤모졸비 제로액,967823,Sodium Chloride
1463,헤모큐 액 15ML,19069133,iron protein succinylate
1464,헤모트레이트 비 1호 10L,19036781,Calcium Chloride
1465,헤모트레이트 비 1호 10L,19049105,Potassium Chloride
1466,헤모트레이트 비 1호 10L,19077884,Sodium Acetate
1467,헤모트레이트 비 1호 10L,19092849,Magnesium Chloride
1468,헤모트레이트 비 1호 10L,967823,Sodium Chloride
1469,헤브론에프정,42899163,Hedera helix leaf extract
1470,헤파멜즈 산 5g,19024365,Ornithine
1471,헤파멜즈 인퓨전,19024365,Ornithine
1472,헤파박스,528325,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension
1473,헥스텐드 주 500ml,21601144,hydroxyethylstarch
1474,헵세라 정 10mg,40168220,adefovir dipivoxil 10 MG Oral Tablet
1475,호쿠날린패취 1mg,19043191,tulobuterol
1476,홀록산 1G 주,19078187,Ifosfamide
1477,화이코트100MG,975125,Hydrocortisone
1478,환인그란닥신 정 50mg,19107160,tofisopam 50 MG Oral Tablet
1479,후라질 500MG/100ML,1707348,Metronidazole 5 MG/ML Injectable Solution
1480,후락시파린 주 5700IU/0.6ml(Pre-filled),19001016,Nadroparin 9500 UNT/ML Injectable Solution
1481,후로목스 정 100mg,21602911,cefcapene
1482,후루트만 주 2ml/VI,19008897,manganese sulfate
1483,후루트만 주 2ml/VI,19044522,Zinc Sulfate
1484,후루트만 주 2ml/VI,19049877,chromic chloride
1485,후루트만 주 2ml/VI,19057346,Copper Sulfate
1486,후릭소나제 코약 50mcg(수),42903015,Fluticasone propionate 0.05 MG/ACTUAT Nasal Inhaler
1487,후메론점안액 0.6ml/AM,19077438,Fluorometholone 1 MG/ML Ophthalmic Suspension
1488,후콜리스티메테이트 주 150mg/VI,901845,Colistin
1489,훈기존 주 50mg/VI,1717240,Amphotericin B
1490,훼라민-큐,45775583,hypericin
1491,훼라민-큐,45776108,Cimicifuga simplex root extract
1492,훼럼포라 정,21601108,Iron in combination with folic acid
1493,훼로웰 주 10ml/AM,1360067,Iron
1494,휘브릭스 주 50mg/5ml/AM,19104404,4-aminomethylbenzoic acid 10 MG/ML Injectable Solution
1495,휴마로그 주 1000IU/10ml,19058398,Insulin Lispro 100 UNT/ML Injectable Solution
1496,휴물린 엔 퀵펜주 100IU/ml(*3ml),1596959,"3 ML insulin human, isophane 100 UNT/ML Prefilled Syringe"
1497,휴온스케타민염산염주사 100mg/2ml(향),19057197,Ketamine 50 MG/ML Injectable Solution
1498,히루안플러스 주 20mg/2ml/관,42902917,Sodium Hyaluronate 10 MG/ML Prefilled Syringe
1499,히아레인0.1 점안액 5ml,787787,hyaluronate
1500,히알플러스 주 12.75mg/0.85ml/관,42902509,Sodium Hyaluronate 15 MG/ML Prefilled Syringe
1501,히알플러스 주 14.25mg/0.95ml/PFS,42902509,Sodium Hyaluronate 15 MG/ML Prefilled Syringe
1502,A Fluid 1L/Bag,19076330,Glucose 50 MG/ML / Sodium Chloride 0.0769 MEQ/ML Injectable Solution
1503,Abcertin Inj 200unit,1348407,imiglucerase
1504,Abilify Tab 10mg,757690,aripiprazole 10 MG Oral Tablet
1505,Abilify Tab 15mg,19096776,aripiprazole 15 MG Oral Tablet
1506,Abilify Tab 2mg,19122479,aripiprazole 2 MG Oral Tablet
1507,Abilify Tab 5mg,19102213,aripiprazole 5 MG Oral Tablet
1508,Acertil Tab 4mg,40163271,Perindopril Erbumine 4 MG Oral Tablet
1509,Acertil Tab 8mg(원외),40163275,Perindopril Erbumine 8 MG Oral Tablet
1510,Acetaminophen Tab 300mg 경동,19096574,Acetaminophen 300 MG Oral Tablet
1511,Acetazole Tab 250mg,19018781,Acetazolamide 250 MG Oral Tablet
1512,Aclaton Tab 50mg,21600139,"Synthetic anticholinergics, quaternary ammonium compounds"
1513,Actemra Inj 400mg/20ml,40171290,tocilizumab 20 MG/ML Injectable Solution
1514,Actifed Syr,40237805,Pseudoephedrine Hydrochloride 6 MG/ML / Triprolidine Hydrochloride 0.25 MG/ML Oral Solution
1515,Actifed Tab,40237822,Pseudoephedrine Hydrochloride 60 MG / Triprolidine Hydrochloride 2.5 MG Oral Tablet
1516,Actinamide Inj 1mg/2ml,19048026,cobamamide
1517,Actiq Tab 200mcg,1154279,Fentanyl 0.2 MG Buccal Tablet
1518,Actiq Tab 400mcg,1154280,Fentanyl 0.4 MG Buccal Tablet
1519,Actiq Tab 600mcg,1154281,Fentanyl 0.6 MG Buccal Tablet
1520,Actiq Tab 800mcg,1154312,Fentanyl 0.8 MG Buccal Tablet
1521,Activelle Tab 28T/PAK(원외),42902238,Estradiol 1 MG / norethindrone acetate 0.5 MG Oral Tablet
1522,ACTonel EC Tab 35mg,40228826,risedronate sodium 35 MG Delayed Release Oral Tablet
1523,Actonel Tab 35mg,40174494,risedronate sodium 35 MG Oral Tablet
1524,Actonel Tab 5mg,40174498,risedronate sodium 5 MG Oral Tablet
1525,Actos Tab 15mg,1525221,pioglitazone 15 MG Oral Tablet
1526,Acupan Cap 30mg,19015602,Nefopam
1527,Acupan Inj 20mg/2ml,19104216,Nefopam 10 MG/ML Injectable Solution
1528,Adalat Cap 10mg,19019309,Nifedipine 10 MG Oral Capsule
1529,Adalat Cap 5mg,1318859,Nifedipine 5 MG Oral Capsule
1530,Adalat Cap 5mg(내시경용),1318859,Nifedipine 5 MG Oral Capsule
1531,Adalat Oros Tab 30mg,19112979,Nifedipine 30 MG Extended Release Oral Tablet
1532,Adalat Oros Tab 60mg,19101798,Nifedipine 60 MG Oral Tablet
1533,Adcal Tab,19035704,Calcium Carbonate
1534,Adcal Tab,19037038,Calcium Gluconate
1535,Adcal Tab,19045045,Ergocalciferol
1536,Adcal Tab,19058896,calcium lactate
1537,Adelavin-9 Inj 1ml,19091701,Liver Extract
1538,Adelavin-9 Inj 1ml,42903868,Flavin-Adenine Dinucleotide
1539,Adenocor Inj 6mg/2ml,19029092,Adenosine 3 MG/ML Injectable Solution
1540,Adisen Tab 50mg,713133,Amoxapine 50 MG Oral Tablet
1541,ADM Inj 50mg (진방용),1338512,Doxorubicin
1542,Admin Tab(원외),19011773,Ascorbic Acid
1543,Admin Tab(원외),19095164,Cholecalciferol
1544,Adminforte Tab 1000unit(원외),19095165,Cholecalciferol 1000 UNT Oral Tablet
1545,Adriamycin Inj 10mg/5ml,40243759,Doxorubicin Hydrochloride 2 MG/ML Injectable Solution
1546,Adriamycin Inj 50mg/25ml,40243759,Doxorubicin Hydrochloride 2 MG/ML Injectable Solution
1547,Advagraf SR Cap 1mg,43532972,Tacrolimus 1 MG Extended Release Oral Capsule
1548,Advantan 연고 15g,1506270,Methylprednisolone
1549,Advantan 연고(10g)),1506270,Methylprednisolone
1550,Advantan 크림 10g,1506270,Methylprednisolone
1551,Advantan 크림 15g,1506270,Methylprednisolone
1552,Aerane,782047,Isoflurane 999 MG/ML Inhalant Solution
1553,Aerius Tab 5mg,19096758,desloratadine 5 MG Oral Tablet
1554,Agio Granule 6g,19132965,Plantago Seed
1555,Airtal Tab 100mg,19029394,aceclofenac 100 MG Oral Tablet
1556,Aknemycin Plus 25ml,19101783,Erythromycin 40 MG/ML / Tretinoin 0.25 MG/ML Topical Solution
1557,Akocin Inj 100mg/2ml,19017588,Netilmicin 50 MG/ML Injectable Solution
1558,Akocin Inj 150mg/1.5ml,19057566,Netilmicin 100 MG/ML Injectable Solution
1559,Alaxyl Granule 8g/p,19132965,Plantago Seed
1560,Alaxyl Granule 8g/p,938268,"sennosides, USP"
1561,Alaxyl Granule 8g/p,957797,Psyllium
1562,Albis Tab,1036228,Sucralfate
1563,Albis Tab,19025138,Bismuth
1564,Albis Tab,961047,Ranitidine
1565,Albumax Sol 10ml,43533015,ferric hydroxide
1566,Albumin Inj 20% 100ml,1344177,"Albumin Human, USP 200 MG/ML Injectable Solution"
1567,Albumin Inj 20%(50ml),1344177,"Albumin Human, USP 200 MG/ML Injectable Solution"
1568,Albumin Inj 5% 250ml,1344176,"Albumin Human, USP 50 MG/ML Injectable Solution"
1569,Aldactazide Tab 25/25mg,974226,Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet
1570,Aldactone Tab 25mg,19079658,Spironolactone 25 MG Oral Tablet
1571,Alegysal Tab 5mg(원외),938362,pemirolast
1572,Alesion Tab 10mg,943634,epinastine
1573,Alfentanil Inj 1mg/2ml,19072389,Alfentanil 0.5 MG/ML Injectable Solution
1574,Alfoatirin Soft Cap 400mg(원외),19063928,Choline 400 MG Oral Capsule
1575,Algiron Inj 5mg/1ml,21600200,cimetropium bromide
1576,Algiron Tab 50mg,21600200,cimetropium bromide
1577,Alkyloxan Inj 200mg,1310317,Cyclophosphamide
1578,Alkyloxan Inj 500mg,1310347,Cyclophosphamide 20 MG/ML Injectable Solution
1579,Alkyloxan Tab 50mg,19018903,Cyclophosphamide 50 MG Oral Tablet
1580,Allaspan Cap,19103496,alverine 60 MG / Simethicone 300 MG Oral Capsule
1581,Allegra D Tab 60/120mg(원외),40223829,Fexofenadine hydrochloride 60 MG / Pseudoephedrine Hydrochloride 120 MG Extended Release Oral Tablet
1582,Allegra Tab 120mg,40223807,Fexofenadine hydrochloride 120 MG Oral Tablet
1583,Allegra Tab 180mg,40223815,Fexofenadine hydrochloride 180 MG Oral Tablet
1584,Allegra Tab 30mg,40223821,Fexofenadine hydrochloride 30 MG Oral Tablet
1585,Almagel Tab 500mg,21600071,almagate
1586,Almax Susp(15ml),21600071,almagate
1587,Aloxi Inj 0.075mg/1.5ml,19102506,palonosetron 0.05 MG/ML Injectable Solution
1588,Aloxi Inj 0.25mg/5ml,19102506,palonosetron 0.05 MG/ML Injectable Solution
1589,Alphagan Eye Drop 5ml,40164141,Brimonidine tartrate 2 MG/ML Ophthalmic Solution
1590,Alphagan-P Eye Drop 5ml,40164134,Brimonidine tartrate 1.5 MG/ML Ophthalmic Solution
1591,Alporin Inj 750mg,21602884,cefuroxime
1592,Alpram Tab 0.25mg,19072933,Alprazolam 0.25 MG Oral Tablet
1593,Alpram Tab 0.4mg,781100,Alprazolam 0.4 MG Oral Tablet
1594,Alpram Tab 0.5mg,19072934,Alprazolam 0.5 MG Oral Tablet
1595,Alverix Soft Cap,19103496,alverine 60 MG / Simethicone 300 MG Oral Capsule
1596,Alvesco Inhaler 160,902938,ciclesonide
1597,Alvityl I Syr(150ml/BOT),19135832,Multivitamin preparation
1598,Alyrane,743196,Enflurane
1599,Amaryl M Tab 1/250mg,1503297,Metformin
1600,Amaryl M Tab 1/250mg,1597756,glimepiride
1601,Amaryl M Tab 2/500mg,1503297,Metformin
1602,Amaryl M Tab 2/500mg,1597756,glimepiride
1603,Amaryl Tab 2mg,1597772,glimepiride 2 MG Oral Tablet
1604,Amaryl Tab 4mg,1597773,glimepiride 4 MG Oral Tablet
1605,Amaryl-Mex Tab 2/500mg,1503297,Metformin
1606,Amaryl-Mex Tab 2/500mg,1597756,glimepiride
1607,Ambisome Inj 50mg,40175779,amphotericin B liposomal 4 MG/ML Injectable Solution
1608,AMIkacin Inj 250mg/2ml,40173554,Amikacin Sulfate 125 MG/ML Injectable Solution
1609,AmiKACIN Inj 500mg/2ml,40173556,Amikacin Sulfate 250 MG/ML Injectable Solution
1610,Amikin Inj 250mg/2ml,40173554,Amikacin Sulfate 125 MG/ML Injectable Solution
1611,Amikin Inj 500mg/2ml,40173556,Amikacin Sulfate 250 MG/ML Injectable Solution
1612,Amilo Tab 5mg,991382,Amiloride
1613,Aminophylline Inj 250mg/10ml,19073072,Aminophylline 25 MG/ML Injectable Solution
1614,Aminosteril Ped 100ml(6%),19055607,AMINO ACIDS 6%
1615,Aminoven 6% 100ml/Bot,19055607,AMINO ACIDS 6%
1616,Amitriptyline Tab 10mg (명인),40162672,Amitriptyline Hydrochloride 10 MG Oral Tablet
1617,Amodipine Tab 5mg,1332419,Amlodipine 5 MG Oral Tablet
1618,Amonex Syrup (25mg/ml),1713520,Amoxicillin 25 MG/ML Oral Suspension
1619,Amoxapen Cap 250mg,19073183,Amoxicillin 250 MG Oral Capsule
1620,Amoxicillin Cap 500mg 종근당,19073187,Amoxicillin 500 MG Oral Capsule
1621,Amoxisultam Inj 750mg,1713332,Amoxicillin
1622,Amoxisultam Inj 750mg,1836241,Sulbactam
1623,Amphojel Tab,985247,Aluminum Hydroxide
1624,Ampibactam Inj 750mg,19073215,Ampicillin 250 MG/ML / Sulbactam 125 MG/ML Injectable Solution
1625,Amtox Cap 500mg,19135781,Polysaccharides
1626,A-namin 500ml/Bot,19124969,Amino Acids
1627,Anaprox Tab 275mg,1115126,Naproxen sodium 275 MG Oral Tablet
