row,procedurename,concept_id,concept_name
1427,Corneal Topography (Bilateral),2313641,"Computerized corneal topography, unilateral or bilateral, with interpretation and report"
1428,Corneal Topography (Unilateral),2313641,"Computerized corneal topography, unilateral or bilateral, with interpretation and report"
1429,Coronary Angio & PTCA,4006788,Percutaneous transluminal coronary angioplasty
1430,Coronary Mechanical Thrombolysis(Catheter Method),4085113,Percutaneous thrombolysis
1431,Coronary Provocation Test,4217026,Ergonovine provocation test
1432,Correction Cast,4079587,Correction of congenital deformity of foot
1433,Correction Scotch Cast,4079587,Correction of congenital deformity of foot
1434,Counter Shock,2008358,Other electric countershock of heart
1435,CPAP Titration,2314098,"Polysomnography; any age, sleep staging with 1-3 additional parameters of sleep, attended by a technologist"
1436,CPAP Titration,2314098,"Polysomnography; any age, sleep staging with 1-3 additional parameters of sleep, attended by a technologist"
1437,cPWV,4217197,"Biofeedback, pulse wave velocity"
1438,CRANIOPLASTY(SIMPLE-냉동골편또는 인공보형물이용),4138816,Cranioplasty
1439,Craniosynostosis(FGFR2),4038339,Gene mutation analysis
1440,Craniosynostosis-Family,4038339,Gene mutation analysis
1441,CRANIOTOMY(DECOMPRESSIVE),44812195,Decompressive craniectomy
1442,Cri-Du-Chat(FISH),4142271,Fluorescence in situ hybridization
1443,CRW CT,4145739,Computerized axial tomography of brain
1444,CRYOPEXY FOR RETINAL TEAR,2000631,Repair of retinal tear by cryotherapy
1445,CRYOPRECIPITATE 320cc,2720518,"Cryoprecipitate, each unit"
1446,CRYOPRECIPITATE 320cc,2720518,"Cryoprecipitate, each unit"
1447,CRYOPRECIPITATE 400ML,2720518,"Cryoprecipitate, each unit"
1448,Cryoprecpitate,2720518,"Cryoprecipitate, each unit"
1449,Cryosurgery 25cm 이상,4114640,Cauterization of skin lesion
1450,"Cryosurgery, 25cm2 이상",4114640,Cauterization of skin lesion
1451,"Cryosurgery, 4N",4114640,Cauterization of skin lesion
1452,Cryotherapy for Retinal Tear,2000631,Repair of retinal tear by cryotherapy
1453,CSL(재진),44788943,Speech assessment
1454,CSL(초회),44788943,Speech assessment
1455,CSL(Computer Speech Lab),44788943,Speech assessment
1456,C-T  Mineral Density,2211824,"Computed tomography, bone mineral density study, 1 or more sites; axial skeleton (eg, hips, pelvis, spine)"
1457,CT Abdominopelvis(조영제미사용),4061009,CT of abdomen
1458,CT CHEST,4058335,CT of chest
1459,CT GUIDED BX(LUNG MEDIASTINUM),4058335,CT of chest
1460,CT GUIDED BX(LUNG MEDIASTINUM),2006697,Other tomography of thorax
1461,CT GUIDED BX(NECK SOFT TISSUE),4060499,CT of neck
1462,CT GUIDED BX(PELVIS ORGAN),4061009,CT of abdomen
1463,CT GUIDED BX(PELVIS ORGAN),2006792,Other abdomen tomography
1464,"CT PELVIS(조영제미사용,기타)",4061009,CT of abdomen
1465,Curettage,4057680,Debridement and suture
1466,CURETTAGE,4311933,Debridement of wound of skin
1467,Current Perception Threshold,2617340,"Current perception threshold/sensory nerve conduction test, (snct) per limb, any nerve"
1468,"CVP CHECK(응급,1일당)",2007088,Central venous pressure monitoring
1469,CVVHD Cath.삽입익일부터(1일당),4051329,Continuous venovenous hemodialysis
1470,CVVHD(2nd day),4051329,Continuous venovenous hemodialysis
1471,CVVHD(catheter insert day),4051329,Continuous venovenous hemodialysis
1472,Cyclodiathermy,4146072,Photocoagulation of ciliary body
1473,Cycloplegic Refraction,4288072,Cycloplegic refraction
1474,Cycloplegic Refraction,4288072,Cycloplegic refraction
1475,Cycloplegic Refraction after Atropinization,4288072,Cycloplegic refraction
1476,Cycloplegic Refraction after Atropinization,4288072,Cycloplegic refraction
1477,Cylinder Scotch Cast,4268467,Application of long leg cast
1478,"Cystometry & Uroflowmetry, Urethral pressure(URO)",4099391,Urodynamic studies
1479,Cystometry & Uroflownetry,4099391,Urodynamic studies
1480,"Cystometry, Uroflowmetry, Urethral Press",4099391,Urodynamic studies
1481,"Cystopexy, Radical Surgery for Urinary Incontinence,Others",4120055,Urinary incontinence/sling operation
1482,Cystoscopic Biopsy,4249893,Colonoscopy
1483,Cystoscopy,4249893,Colonoscopy
1484,Cystoscopy,4249893,Colonoscopy
1485,Cystoscopy,4249893,Colonoscopy
1486,CYSTOSCOPY,4249893,Colonoscopy
1487,Cystoscopy(Portable),4249893,Colonoscopy
1488,Cystostomy Care,4080499,Dressing of wound
1489,Cystostomy Irrigation,4021584,Urethral irrigation of bladder
1490,"Cystostomy, Troca, Percutaneous",2003765,Percutaneous cystostomy
1491,DACRYOCYSTORHINOSTOMY,4338167,Dacryocystorhinostomy
1492,Dacryocystorhinostomy,4338167,Dacryocystorhinostomy
1493,Dacryocystorhinostomy,4338167,Dacryocystorhinostomy
1494,Davinch A(700N),2000841,Endoscopic robotic assisted procedure
1495,Davinch B(1000N),2000841,Endoscopic robotic assisted procedure
1496,Davinch C(1200N),2000841,Endoscopic robotic assisted procedure
1497,Davinch E(500N),2000841,Endoscopic robotic assisted procedure
1498,Davinch F(800N),2000841,Endoscopic robotic assisted procedure
1499,Davinch G(900N),2000841,Endoscopic robotic assisted procedure
1500,Davinch H(550N),2000841,Endoscopic robotic assisted procedure
1501,Davinch I(600N),2000841,Endoscopic robotic assisted procedure
1502,"Davinch J(350N),유착박리술",2000841,Endoscopic robotic assisted procedure
1503,Debridement,4057680,Debridement and suture
1504,Debridement,4057680,Debridement and suture
1505,Debridement  (안면),4057680,Debridement and suture
1506,Debridement M,4057680,Debridement and suture
1507,Debridement M (안면),4057680,Debridement and suture
1508,Debridement of cartilage(ankle),4027004,Excision of joint
1509,"Debridement, Extremity",4057680,Debridement and suture
1510,"Debridement, Extremity",4057680,Debridement and suture
1511,"DEBRIDEMENT, EXTREMITY",4311933,Debridement of wound of skin
1512,"Debridement, Head and Neck",4057680,Debridement and suture
1513,"Debridement, Head and Neck",4057680,Debridement and suture
1514,"Debridement, Trunk",4057680,Debridement and suture
1515,"Debridement, Trunk",4057680,Debridement and suture
1516,"DEBRIDEMENT, TRUNK",4311933,Debridement of wound of skin
1517,DECIDUOUS TOOTH,2001117,Extraction of deciduous tooth
1518,DECIDUOUS TOOTH,2001117,Extraction of deciduous tooth
1519,Decompressive Neuroplasty,4332873,Epidural neurolysis
1520,Decubitus Care (두부),4080499,Dressing of wound
1521,Decubitus Care (배부),4080499,Dressing of wound
1522,Decubitus Care (복부),4080499,Dressing of wound
1523,Decubitus care(우측상지),4080499,Dressing of wound
1524,Decubitus care(우측하지),4080499,Dressing of wound
1525,Decubitus care(좌측상지),4080499,Dressing of wound
1526,Decubitus care(좌측하지),4080499,Dressing of wound
1527,Decubitus Dressing (흉부),4080499,Dressing of wound
1528,Decubitus Dressing L,4080499,Dressing of wound
1529,Decubitus Dressing M,4080499,Dressing of wound
1530,Decubitus Dressing S,4080499,Dressing of wound
1531,Deep & supf peroneal N.B,4200837,Injection of anesthetic agent into sciatic nerve
1532,Defibrillation,2008358,Other electric countershock of heart
1533,Dementia Rating(GDS1),4012809,Dementia test
1534,"Dementia Rating(GDS1,CDR2각각)",4012809,Dementia test
1535,Dental Block Anesthesia(하치조신경블록크),4332587,Local anesthetic inferior alveolar nerve block
1536,Dental infiltrative anesthesia,4332856,Local anesthetic dental infiltration
1537,Dental Infiltrative Anesthesia(1/2악당),4332856,Local anesthetic dental infiltration
1538,Dental Infiltrative Anesthesia(1/3악당),4332856,Local anesthetic dental infiltration
1539,Dental Sedative Filling,4098349,Sedative filling
1540,DERMATOLOGIC DRESSING 10-18%,4080499,Dressing of wound
1541,DERMATOLOGIC DRESSING 37%,4080499,Dressing of wound
1542,DERMATOLOGIC DRESSING 9%,4075359,Soaking skin
1543,Diagnostic Arthroscopy,4028987,Arthroscopy
1544,Diagnostic Block/Gasserian Ganglion(DENT),4140397,Local anesthetic nerve block
1545,Diagnostic Block/Maxillary Nerve(DENT),4140397,Local anesthetic nerve block
1546,Diagnostic Hysteroscopy,4052532,Hysteroscopy
1547,Diagnostic Laparoscopy,4251314,Laparoscopy
1548,Dialysate exchange or cath irrigation,37016665,Replacement of continuous ambulatory peritoneal dialysis transfer set
1549,DiGeorge(FISH),4142271,Fluorescence in situ hybridization
1550,Digital Doppler Test Hand,40492795,Ultrasonography of arteriovenous fistula
1551,Digital Evacuation,4265034,Giving patient an enema
1552,DILATATION & CURETTAGE (D & C),2004488,Dilation and curettage of uterus
1553,DILATATION & CURETTAGE (D & C),2004488,Dilation and curettage of uterus
1554,Dilatation and curettage of Uterus,2110316,Cesarean delivery only
1555,Dilatation and Evacuation (D & E),2110316,Cesarean delivery only
1556,Dilatation and Evacuation after Delivery,2110316,Cesarean delivery only
1557,"Dirty Wound and Large Dressing, 두부",4080499,Dressing of wound
1558,"Dirty Wound and Large Dressing, 배부",4080499,Dressing of wound
1559,"Dirty Wound and Large Dressing, 복부",4080499,Dressing of wound
1560,"Dirty wound and Large Dressing, 우측상지",4080499,Dressing of wound
1561,"Dirty wound and Large Dressing, 우측하지",4080499,Dressing of wound
1562,"Dirty wound and Large Dressing, 좌측상지",4080499,Dressing of wound
1563,"Dirty wound and Large Dressing, 좌측하지",4080499,Dressing of wound
1564,"Dirty Wound and Large Dressing, 흉부",4080499,Dressing of wound
1565,Discission of Lens of Cataract,2000589,Excision of secondary membrane [after cataract]
1566,DISKECTOMY(OPEN.CERVICAL),4145274,Chondrectomy of spine
1567,DISKECTOMY(OPEN.LUMBAR),4145274,Chondrectomy of spine
1568,DISSECTION OF AXILLARY LYMPHAT,4120961,Excision of axillary lymph node
1569,Dissection of Axillary Lymphatics,4120961,Excision of axillary lymph node
1570,Distraction Remove,4164519,Support removal
1571,Division of Intestinal Adhesion,4214980,Lysis of adhesions
1572,DM & Obesity Diet개인교육,44801894,Education in self management of diabetes
1573,"DM FOOT DEBRIDEMENT, 우측하지",4311933,Debridement of wound of skin
1574,"DM FOOT DEBRIDEMENT, 좌측하지",4311933,Debridement of wound of skin
1575,DM FOOT Dirty wound dressing 우측하지,4080499,Dressing of wound
1576,DM FOOT Dirty wound dressing 좌측하지,4080499,Dressing of wound
1577,DM pt manage,44801894,Education in self management of diabetes
1578,Doppler other,44514601,Ultrasound of carotid artery
1579,Doppler Sono-Femoral Artery(both),4194148,Ultrasound scan of lower limb arteries
1580,Doppler Sono-lower Extremity Artery(both),4194148,Ultrasound scan of lower limb arteries
1581,Doppler unit pocket,4217197,"Biofeedback, pulse wave velocity"
1582,"Doppler(혈류량검사,NS)",4306147,Diagnostic Doppler ultrasonography
1583,Doppler(pre op vascular screening),4306147,Diagnostic Doppler ultrasonography
1584,"Dorsal Root Ganglion(척수신경총,신경근 및 신경절차",4335033,Dorsal root ganglion block
1585,Dosimetry,2211848,"Special dosimetry (eg, TLD, microdosimetry) (specify), only when prescribed by the treating physician"
1586,Dosimetry,2211848,"Special dosimetry (eg, TLD, microdosimetry) (specify), only when prescribed by the treating physician"
1587,DPOAE,2313751,"Distortion product evoked otoacoustic emissions; comprehensive diagnostic evaluation (quantitative analysis of outer hair cell function by cochlear mapping, minimum of 12 frequencies), with interpretation and report"
1588,Drainage of Subretinal Fluid,4230961,Repair of retina for retinal detachment
1589,DRAINAGE PERIPROCTAL ABSCECESS,2109234,"Incision and drainage, perianal abscess, superficial"
1590,"Dressing or Post Operation Dressing, Infection Wound",4080499,Dressing of wound
1591,"Dressing or Post Operation Dressing, Simple",4080499,Dressing of wound
1592,"Dressing or Post Operation Dressing, Simple",4080499,Dressing of wound
1593,"Dressing or Post Operation Dression, Infection Wound",4080499,Dressing of wound
1594,Drug Rentention Enema,4265034,Giving patient an enema
1595,Duodenoscopic Biopsy,4294382,Esophagogastroduodenoscopy
1596,Duplex Screening Study(a side),4306147,Diagnostic Doppler ultrasonography
1597,Duplex Screening Study(Both),4306147,Diagnostic Doppler ultrasonography
1598,E,4041850,Enucleation of corn
1599,E.K.G (PORTABLE),2313828,"External electrocardiographic recording up to 48 hours by continuous rhythm recording and storage; includes recording, scanning analysis with report, review and interpretation by a physician or other qualified health care professional"
1600,E.M.G(upper),42742392,"Needle electromyography, each extremity, with related paraspinal areas, when performed, done with nerve conduction, amplitude and latency/velocity study; limited (List separately in addition to code for primary procedure)"
1601,"E/F.femur,pelvis",4121859,External fixation of bone
1602,E/F.forearm bone,4121859,External fixation of bone
1603,"E/F.tibia,humerus",4121859,External fixation of bone
1604,Ear Biopsy,4266866,Superficial fine needle aspiration biopsy
1605,EAR CANAL FOREIGN BODY REMOVAL,2111198,Removal foreign body from external auditory canal; with general anesthesia
1606,EAR CANAL FOREIGN BODY REMOVAL,2111197,Removal foreign body from external auditory canal; without general anesthesia
1607,"Echo Doppler Color (1,2 회)",4311293,Color doppler ultrasound
1608,"Echo Doppler Color (1,2 회)",4306147,Diagnostic Doppler ultrasonography
1609,echo doppler(follow),4306147,Diagnostic Doppler ultrasonography
1610,ECHO Screening test,4306147,Diagnostic Doppler ultrasonography
1611,Echocardiogram,4311293,Color doppler ultrasound
1612,Echocardiogram (F/U),4311293,Color doppler ultrasound
1613,Echocardiogram Neonatal,4311293,Color doppler ultrasound
1614,Echocardiogram Neonatal(F/U),4311293,Color doppler ultrasound
1615,"Echocardiogram(f.u)(PED,정밀)",4311293,Color doppler ultrasound
1616,"Echocardiogram(PED,정밀)",4311293,Color doppler ultrasound
1617,"Echocardiogram, Esophagus",4311293,Color doppler ultrasound
1618,"Echocardiography,TTE+TEE",4306147,Diagnostic Doppler ultrasonography
1619,"Ectopic(tubal,Ovarian preg)op",2110294,"Surgical treatment of ectopic pregnancy; tubal or ovarian, without salpingectomy and/or oophorectomy"
1620,Ectropion Operation M,4293475,Repair of entropion
1621,EEG FOR ELECTROCEREBRAL SILENC,2314155,"Digital analysis of electroencephalogram (EEG) (eg, for epileptic spike analysis)"
1622,EHL(경피담관경 이용),4292578,Bile duct stone removal
1623,E-intubation,4306147,Diagnostic Doppler ultrasonography
1624,EKG,2313828,"External electrocardiographic recording up to 48 hours by continuous rhythm recording and storage; includes recording, scanning analysis with report, review and interpretation by a physician or other qualified health care professional"
