row,diagname,concept_id,concept_name
1956,"Malignant neoplasm of corpus uteri, unspecified",4156113,Malignant neoplasm of body of uterus
1957,Malignant neoplasm of Isthmus uteri,4092519,Malignant neoplasm of isthmus of uterine body
1958,"Malignant neoplasm of uterus, part unspecified",197230,Malignant neoplasm of uterus
1959,Malignant neoplasm of ovary,200051,Primary malignant neoplasm of ovary
1960,Primary malignant neoplasm of ovary,200051,Primary malignant neoplasm of ovary
1961,"Malignant neoplasm of ovary, right",200051,Primary malignant neoplasm of ovary
1962,"Malignant neoplasm of ovary, left",200051,Primary malignant neoplasm of ovary
1963,"Malignant neoplasm of ovary, Unspecified side",200051,Primary malignant neoplasm of ovary
1964,"Malignant neoplasm of ovary,Right",200051,Primary malignant neoplasm of ovary
1965,Malignant neoplasm of other and unspecified female genital organs,4177244,Malignant tumor of female genital organ
1966,Malignant neoplasm of Fallopian tube,4178969,Malignant tumor of fallopian tube
1967,"Malignant neoplasm of Uterine adnexa, unspecified",197810,Malignant neoplasm of uterine adnexa
1968,Malignant neoplasm of other specified female genital organs,196051,Overlapping malignant neoplasm of female genital organs
1969,Malignant neoplasm of overlapping lesion of female genital organs,196051,Overlapping malignant neoplasm of female genital organs
1970,Malignant neoplasm of tubo-ovarian,196051,Overlapping malignant neoplasm of female genital organs
1971,Malignant neoplasm of utero-ovarian,196051,Overlapping malignant neoplasm of female genital organs
1972,Malignant neoplasm of Parametrium,40491000,Malignant neoplasm of parametrium
1973,"Malignant neoplasm of Female genital organ, unspecified",4177244,Malignant tumor of female genital organ
1974,Malignant neoplasm of placenta,4131761,Neoplasm of placenta
1975,Choriocarcinoma NOS,4131761,Neoplasm of placenta
1976,Malignant neoplasm of penis,4181488,Malignant tumor of penis
1977,Malignant neoplasm of Prepuce,4181353,Malignant tumor of foreskin
1978,Malignant neoplasm of glans penis,4181354,Malignant tumor of glans penis
1979,Malignant neoplasm of body of penis,4091481,Malignant tumor of body of penis
1980,Malignant neoplasm of overlapping lesion of penis,4003027,Overlapping malignant neoplasm of penis
1981,"Malignant neoplasm of Penis, unspecified",4181488,Malignant tumor of penis
1982,Malignant neoplasm of skin of penis NOS,4181488,Malignant tumor of penis
1983,Malignant neoplasm of prostate,4163261,Malignant tumor of prostate
1984,Malignant neoplasm of testis,433716,Primary malignant neoplasm of testis
1985,Malignant neoplasm of undescended testis,4092524,Malignant tumor of undescended testis
1986,Malignant neoplasm of descended testis,433716,Primary malignant neoplasm of testis
1987,Malignant neoplasm of scrotal testis,433716,Primary malignant neoplasm of testis
1988,"Malignant neoplasm of Testis, unspecified",433716,Primary malignant neoplasm of testis
1989,Seminoma of testis,433716,Primary malignant neoplasm of testis
1990,Malignant neoplasm of other and unspecified male genital organs,4181487,Malignant tumor of male genital organ
1991,Malignant neoplasm of spermatic cord,4181356,Malignant tumor of spermatic cord
1992,Malignant neoplasm of scrotum,4178971,Malignant tumor of scrotum
1993,Malignant neoplasm of skin of scrotum,4178971,Malignant tumor of scrotum
1994,Malignant neoplasm of Other specified male genital organs,196645,Overlapping malignant neoplasm of male genital organs
1995,Malignant neoplasm of seminal vesicle,196645,Overlapping malignant neoplasm of male genital organs
1996,Malignant neoplasm of Epididymis,4181355,Malignant tumor of epididymis
1997,"Malignant neoplasm of Male genital organ, unspecified",4181487,Malignant tumor of male genital organ
1998,"Malignant neoplasm of kidney, except renal pelvis",198985,Primary malignant neoplasm of kidney
1999,"Malignant neoplasm of kidney, except renal pelvis, Right",198985,Primary malignant neoplasm of kidney
2000,"Wilm's tumor, right",198985,Primary malignant neoplasm of kidney
2001,"Renal cell carcinoma, right",198985,Primary malignant neoplasm of kidney
2002,"Malignant neoplasm of kidney, except renal pelvis, Left",198985,Primary malignant neoplasm of kidney
2003,"Wilm's tumor, left",198985,Primary malignant neoplasm of kidney
2004,"Renal cell carcinoma, left",198985,Primary malignant neoplasm of kidney
2005,"Malignant neoplasm of kidney, except renal pelvis, Unspecified side",198985,Primary malignant neoplasm of kidney
2006,"Wilm's tumor, unspecified",198985,Primary malignant neoplasm of kidney
2007,"Renal cell carcinoma, unspecified",198985,Primary malignant neoplasm of kidney
2008,Wilms' tumor,198985,Primary malignant neoplasm of kidney
2009,Renal cell carcinoma,198985,Primary malignant neoplasm of kidney
2010,Malignant neoplasm of renal pelvis,195480,Primary malignant neoplasm of renal pelvis
2011,Malignant neoplasm of ureter,200054,Primary malignant neoplasm of ureter
2012,Malignant neoplasm of bladder,197508,Malignant tumor of urinary bladder
2013,Malignant neoplasm of trigone of bladder,4095755,Malignant tumor of trigone of urinary bladder
2014,Malignant neoplasm of Dome of bladder,73712,Malignant tumor of vault of bladder
2015,Malignant neoplasm of Lateral wall of bladder,73153,Malignant neoplasm of lateral wall of urinary bladder
2016,Malignant neoplasm of Anterior wall of bladder,77812,Malignant neoplasm of anterior wall of urinary bladder
2017,Malignant neoplasm of Posterior wall of bladder,75756,Malignant neoplasm of posterior wall of urinary bladder
2018,Malignant neoplasm of bladder neck,4095756,Malignant tumor of bladder neck
2019,Malignant neoplasm of internal urethral orifice,4095756,Malignant tumor of bladder neck
2020,Malignant neoplasm of Ureteric orifice,4095167,Malignant tumor of ureteric orifice
2021,Malignant neoplasm of urachus,4180904,Malignant tumor of urachus
2022,Malignant neoplasm of Overlapping lesion of bladder,4095168,"Malignant neoplasm, overlapping lesion of bladder"
2023,"Malignant neoplasm of bladder, unspecified",197508,Malignant tumor of urinary bladder
2024,Malignant neoplasm of other and unspecified urinary organs,76349,Primary malignant neoplasm of urinary system
2025,Malignant neoplasm of urethra,4177230,Malignant tumor of urethra
2026,Malignant neoplasm of Overlapping lesion of urinary organs,4091486,Malignant neoplasm of overlapping lesion of urinary organs
2027,"Malignant neoplasm of urinary organ, unspecified",76349,Primary malignant neoplasm of urinary system
2028,Malignant neoplasm of urinary system NOS,76349,Primary malignant neoplasm of urinary system
2029,Malignant neoplasm of Paraurethral gland,4180905,Malignant tumor of paraurethral gland
2030,Malignant neoplasm of eye and adnexa,438095,Overlapping malignant neoplasm of eye and adnexa
2031,Malignant neoplasm of Conjunctiva,4177231,Malignant tumor of conjunctiva
2032,Malignant neoplasm of cornea,4181478,Malignant tumor of cornea
2033,Malignant neoplasm of Retina,377811,Primary malignant neoplasm of retina
2034,Retinoblastoma,377811,Primary malignant neoplasm of retina
2035,Malignant neoplasm of Choroid,378696,Primary malignant neoplasm of choroid
2036,Malignant melanoma of choroid,378696,Primary malignant neoplasm of choroid
2037,Malignant neoplasm of ciliary body,4095294,Malignant tumor of ciliary body
2038,Malignant neoplasm of Lacrimal gland and duct,4214297,Neoplasm of lacrimal system
2039,Malignant neoplasm of nasolacrimal duct,4214297,Neoplasm of lacrimal system
2040,Malignant neoplasm of Orbit,441809,Primary malignant neoplasm of orbit
2041,Malignant neoplasm of connective tissue of orbit,441809,Primary malignant neoplasm of orbit
2042,Malignant neoplasm of extraocular muscle,441809,Primary malignant neoplasm of orbit
2043,Malignant neoplasm of retrobulbar tissue,441809,Primary malignant neoplasm of orbit
2044,Malignant neoplasm of overlapping lesion of eye and adnexa,438095,Overlapping malignant neoplasm of eye and adnexa
2045,"Malignant neoplasm of Eye, unspecified",4181477,Malignant neoplasm of eye
2046,Malignant neoplasm of meninges,4177240,Malignant tumor of meninges
2047,Malignant neoplasm of cerebral meninges,4178974,Malignant neoplasm of cerebral meninges
2048,Malignant meningioma of brain,4178974,Malignant neoplasm of cerebral meninges
2049,Malignant neoplasm of spinal meninges,4181482,Malignant neoplasm of spinal meninges
2050,Malignant meningioma of spine,4181482,Malignant neoplasm of spinal meninges
2051,"Malignant neoplasm of meninges, unspecified",4177240,Malignant tumor of meninges
2052,Malignant neoplasm of brain,443588,Malignant neoplasm of brain
2053,"Malignant neoplasm of Cerebrum, except lobes and ventricles",4091490,Malignant neoplasm of cerebrum
2054,Malignant neoplasm of supratentorial NOS,4091490,Malignant neoplasm of cerebrum
2055,Malignant neoplasm of gliomatosis cerebri,4091490,Malignant neoplasm of cerebrum
2056,Malignant neoplasm of Frontal lobe,4181480,Malignant neoplasm of frontal lobe
2057,Malignant neoplasm of Temporal lobe,4180907,Malignant neoplasm of temporal lobe
2058,Malignant neoplasm of Parietal lobe,4181481,Malignant neoplasm of parietal lobe
2059,Malignant neoplasm of occipital lobe,4177232,Malignant neoplasm of occipital lobe
2060,Malignant neoplasm of cerebral ventricle,4177233,Malignant neoplasm of cerebral ventricles
2061,Choroid plexus carcinoma of cerebral ventricle,4177233,Malignant neoplasm of cerebral ventricles
2062,Malignant neoplasm of cerebellum,40487143,Malignant neoplasm of cerebellum
2063,Medulloblastoma of cerebellum,40487143,Malignant neoplasm of cerebellum
2064,Malignant neoplasm of brain stem,4180908,Malignant neoplasm of brainstem
2065,Malignant neoplasm of infratentorial NOS,4180908,Malignant neoplasm of brainstem
2066,Malignant neoplasm of pons,4180908,Malignant neoplasm of brainstem
2067,Malignant neoplasm of Overlapping lesion of brain,372849,Overlapping malignant neoplasm of brain and other parts of the central nervous system
2068,"Malignant neoplasm of Brain, unspecified",443588,Malignant neoplasm of brain
2069,Malignant Astrocytoma of brain,443588,Malignant neoplasm of brain
2070,Malignant Anaplastic astrocytoma of brain,443588,Malignant neoplasm of brain
2071,Malignant Ependymoma of brain,443588,Malignant neoplasm of brain
2072,Malignant Glioblastoma of brain,443588,Malignant neoplasm of brain
2073,Oligodendroglioma of brain,443588,Malignant neoplasm of brain
2074,Gliosarcoma of brain,443588,Malignant neoplasm of brain
2075,Anaplastic ependymoma of brain,443588,Malignant neoplasm of brain
2076,Ependymoblastoma of brain,443588,Malignant neoplasm of brain
2077,Pleomorphic xanthoastrocytoma of brain,443588,Malignant neoplasm of brain
2078,Mixed glioma of brain,443588,Malignant neoplasm of brain
2079,Mixed oligoastrocytoma of brain,443588,Malignant neoplasm of brain
2080,Anaplastic oligoastrocytoma of brain,443588,Malignant neoplasm of brain
2081,Gliomas peripheral primitive neuroectodermal tumor,443588,Malignant neoplasm of brain
2082,"Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system",4155285,Malignant neoplasm of central nervous system
2083,Malignant neoplasm of Spinal cord,4177234,Malignant tumor of spinal cord
2084,Malignant neoplasm of cauda equina,4178975,Malignant neoplasm of cauda equina
2085,Malignant neoplasm of optic nerve,4180912,Malignant tumor of optic nerve
2086,Malignant neoplasm of acoustic nerve,4110889,Malignant tumor of acoustic vestibular nerve
2087,Malignant neoplasm of other and unspecified cranial nerves,433975,Primary malignant neoplasm of cranial nerve
2088,Malignant neoplasm of cranial nerve NOS,433975,Primary malignant neoplasm of cranial nerve
2089,Malignant neoplasm of overlapping lesion of brain and other parts of central nervous system,372849,Overlapping malignant neoplasm of brain and other parts of the central nervous system
2090,Malignant neoplasm of nervous system NOS,4155285,Malignant neoplasm of central nervous system
2091,Malignant neoplasm of Olfactory nerve,4114198,Malignant tumor of olfactory tract
2092,"Malignant neoplasm of Central nervous system, unspecified",4155285,Malignant neoplasm of central nervous system
2093,Malignant neoplasm of thyroid gland,4178976,Malignant tumor of thyroid gland
2094,Malignant neoplasm of adrenal gland,198104,Primary malignant neoplasm of adrenal gland
2095,Malignant neoplasm of Cortex of adrenal gland,4162116,Malignant neoplasm of adrenal cortex
2096,Malignant neoplasm of Medulla of adrenal gland,198104,Primary malignant neoplasm of adrenal gland
2097,Malignant pheochromocytoma of medulla of adrenal gland,198104,Primary malignant neoplasm of adrenal gland
2098,"Malignant neoplasm of adrenal gland, unspecified",198104,Primary malignant neoplasm of adrenal gland
2099,Neuroblastoma of adrenal gland,198104,Primary malignant neoplasm of adrenal gland
2100,Malignant neoplasm of other endocrine glands and related structures,4156115,Malignant neoplasm of endocrine gland
2101,Malignant neoplasm of parathyroid gland,4181483,Malignant tumor of parathyroid gland
2102,Malignant neoplasm of Pituitary gland,4177235,Malignant tumor of pituitary gland
